Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
11,D'Angelo Russell,28,29,10,763,8.3,20.0,.415,3.6,10.8,.333,4.7,9.2,.510,.505,2.9,3.4,.849,0.5,4.6,5.2,8.8,1.5,0.3,3.2,3.4,23.1,110,117,,russeda01
12,Cam Reddish,25,33,8,589,3.2,7.9,.404,1.1,3.9,.277,2.1,3.9,.532,.473,1.3,2.2,.615,1.4,4.1,5.5,1.8,2.8,0.8,1.0,3.6,8.8,106,114,,reddica01
13,Jarred Vanderbilt,25,36,2,581,5.0,10.2,.488,0.8,2.7,.281,4.2,7.5,.562,.525,1.7,3.0,.556,5.8,9.7,15.4,3.5,3.0,0.8,2.5,5.7,12.4,115,110,,vandeja01
14,Jordan Goodwin,26,29,5,543,5.7,13.0,.438,2.4,6.2,.382,3.4,6.9,.487,.528,0.8,1.0,.818,3.4,6.7,10.1,3.8,2.7,1.0,2.4,3.9,14.6,111,112,,goodwjo01
15,Shake Milton,28,30,1,345,6.0,13.8,.433,1.4,4.8,.294,4.6,9.0,.508,.485,3.1,3.7,.846,2.1,5.4,7.6,5.4,1.4,0.4,2.9,3.4,16.5,109,117,,miltosh01
16,Christian Koloko,24,37,0,342,5.8,9.5,.606,0.0,0.6,.000,5.8,8.9,.645,.606,1.4,2.0,.714,5.0,8.2,13.2,2.3,1.2,2.3,1.7,6.3,12.9,128,113,,kolokch01
17,Trey Jemison,25,22,0,226,5.7,9.1,.619,0.0,0.0,,5.7,9.1,.619,.619,1.1,2.6,.417,4.8,8.5,13.3,1.3,0.4,2.0,3.0,9.1,12.4,108,115,,jemistr01
18,Bronny James,20,27,1,181,5.7,18.2,.313,2.4,8.7,.281,3.3,9.5,.343,.381,3.0,3.8,.786,1.1,3.8,4.9,6.0,2.4,0.8,3.5,3.5,16.8,89,115,,jamesbr02
19,Markieff Morris,35,8,2,124,6.3,19.0,.333,2.8,9.1,.304,3.6,9.9,.360,.406,2.0,2.4,.833,1.2,4.8,6.0,6.7,0.4,0.8,1.2,5.6,17.5,103,119,,morrima02
20,Alex Len,31,10,4,122,4.0,8.9,.455,0.4,1.2,.333,3.6,7.7,.474,.477,0.4,1.6,.250,5.2,7.3,12.5,3.2,0.4,1.2,3.6,8.5,8.9,96,117,,lenal01
21,Armel Traoré,22,9,0,67,4.4,13.9,.316,0.0,5.1,.000,4.4,8.8,.500,.316,1.5,5.1,.286,1.5,9.5,11.0,0.7,2.9,1.5,2.2,4.4,10.3,65,109,,armeltr01
22,Maxwell Lewis,22,7,0,29,3.4,10.2,.333,0.0,0.0,,3.4,10.2,.333,.333,0.0,0.0,,3.4,0.0,3.4,3.4,1.7,0.0,3.4,1.7,6.8,78,120,,lewisma05
23,Jalen Hood-Schifino,21,2,0,14,3.5,3.5,1.000,0.0,0.0,,3.5,3.5,1.000,1.000,7.0,7.0,1.000,3.5,0.0,3.5,3.5,0.0,3.5,3.5,10.5,14.1,152,119,,hoodsja01
24,Quincy Olivari,23,2,0,10,4.9,24.6,.200,4.9,24.6,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,4.9,0.0,0.0,4.9,0.0,14.8,62,124,,olivaqu01
